title,genres,rating,coverImg,bookLink
Gardens of the Moon,"['Fantasy', 'Fiction']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1548497031i/55399.jpg,https://www.goodreads.com/book/show/55399.Gardens_of_the_Moon
The Three Stigmata of Palmer Eldritch,"['Science Fiction', 'Fiction']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1338461946i/14185.jpg,https://www.goodreads.com/book/show/14185.The_Three_Stigmata_of_Palmer_Eldritch
"What Happened To You?","['Nonfiction', 'Psychology']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1653552093i/53238858.jpg,https://www.goodreads.com/book/show/53238858-what-happened-to-you
Stray,"['Urban Fantasy', 'Paranormal']",3.79,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388374399i/793399.jpg,https://www.goodreads.com/book/show/793399.Stray
"Sex in the Title: A Comedy about Dating, Sex, and Romance in NYC","['Romance', 'Humor']",3.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1382478041i/18710853.jpg,https://www.goodreads.com/book/show/18710853-sex-in-the-title
Magic Slays,"['Urban Fantasy', 'Fantasy']",4.40,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1288727226i/8559047.jpg,https://www.goodreads.com/book/show/8559047-magic-slays
Cruel Beauty,"['Fantasy', 'Young Adult']",3.64,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1371652590i/15839984.jpg,https://www.goodreads.com/book/show/15839984-cruel-beauty
Tooth for Tooth,"['Thriller', 'Fiction']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1583417175i/52117056.jpg,https://www.goodreads.com/book/show/52117056-tooth-for-tooth
The Monarch's Ring,"['Fantasy', 'Young Adult']",4.50,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1643839491i/60288660.jpg,https://www.goodreads.com/book/show/60288660-the-monarch-s-ring
The Hostile Hospital,"['Fiction', 'Young Adult']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442446120i/65118.jpg,https://www.goodreads.com/book/show/65118.The_Hostile_Hospital
Dreamless,"['Fantasy', 'Young Adult']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320248839i/12995284.jpg,https://www.goodreads.com/book/show/12995284-dreamless
In the Afterlight,"['Dystopia', 'Young Adult']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400697474i/16150831.jpg,https://www.goodreads.com/book/show/16150831-in-the-afterlight
The Power,"['Fiction', 'Science Fiction']",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1462814013i/29751398.jpg,https://www.goodreads.com/book/show/29751398-the-power
Breaking Free,"['Nonfiction', 'Memoir']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1498607251i/34217597.jpg,https://www.goodreads.com/book/show/34217597-breaking-free
Burnt Offerings,"['Urban Fantasy', 'Vampires']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1289528358i/30242.jpg,https://www.goodreads.com/book/show/30242.Burnt_Offerings
Find Your People: Building Deep Community in a Lonely World,"['Nonfiction', 'Christian']",3.98,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1642984557i/58735075.jpg,https://www.goodreads.com/book/show/58735075-find-your-people
The Grifters,"['Fiction', 'Crime']",3.93,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1405866733i/19161914.jpg,https://www.goodreads.com/book/show/19161914-the-grifters
Shadow Me,"['Fantasy', 'Dystopia']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1539276186i/40863452.jpg,https://www.goodreads.com/book/show/40863452-shadow-me
The Confusion,"['Fiction', 'Historical Fiction']",4.27,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407706997i/822.jpg,https://www.goodreads.com/book/show/822.The_Confusion
"Many Lives, Many Masters","['Nonfiction', 'Spirituality']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1390099381i/34452.jpg,https://www.goodreads.com/book/show/34452.Many_Lives_Many_Masters
Holding Up the Universe,"['Young Adult', 'Romance']",3.69,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1463377718i/28686840.jpg,https://www.goodreads.com/book/show/28686840-holding-up-the-universe
The Total Money Makeover: A Proven Plan for Financial Fitness,"['Finance', 'Nonfiction']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441590984i/78427.jpg,https://www.goodreads.com/book/show/78427.The_Total_Money_Makeover
"Prisoners of the Castle","['History', 'Nonfiction']",4.26,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1648413491i/59883560.jpg,https://www.goodreads.com/book/show/59883560-prisoners-of-the-castle
"The Bomber Mafia","['History', 'Nonfiction']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1616422126i/56668328.jpg,https://www.goodreads.com/book/show/56668328-the-bomber-mafia
Black Dagger Brotherhood,"['Vampires', 'Paranormal Romance']",4.70,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388205580i/6606305.jpg,https://www.goodreads.com/book/show/6606305-black-dagger-brotherhood
Notes from a Small Island,"['Travel', 'Nonfiction']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1479653223i/28.jpg,https://www.goodreads.com/book/show/28.Notes_from_a_Small_Island
"God Bless You, Mr. Rosewater","['Fiction', 'Classics']",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1481207001i/33290408.jpg,https://www.goodreads.com/book/show/33290408-god-bless-you-mr-rosewater
Lord of Light,"['Science Fiction', 'Fantasy']",4.06,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330127327i/13821.jpg,https://www.goodreads.com/book/show/13821.Lord_of_Light
Remember Me?,"['Chick Lit', 'Romance']",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1276963901i/1358844.jpg,https://www.goodreads.com/book/show/1358844.Remember_Me_
The American Girl,"['Historical Fiction', 'Fiction']",4.48,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1681239428i/128584865.jpg,https://www.goodreads.com/book/show/128584865-the-american-girl
Tail of the Devil,"['Fantasy', 'Vampires']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1363694735i/17383481.jpg,https://www.goodreads.com/book/show/17383481-tail-of-the-devil
Kitchen,"['Fiction', 'Japanese Literature']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327904393i/50144.jpg,https://www.goodreads.com/book/show/50144.Kitchen
The Adventures of Captain Underpants,"['Childrens', 'Humor']",4.02,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348215410i/207266.jpg,https://www.goodreads.com/book/show/207266.The_Adventures_of_Captain_Underpants
The Woman Who Rides Like a Man,"['Fantasy', 'Young Adult']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1425711705i/13830.jpg,https://www.goodreads.com/book/show/13830.The_Woman_Who_Rides_Like_a_Man
The Elements of Style,"['Writing', 'Nonfiction']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1682700068i/33514.jpg,https://www.goodreads.com/book/show/33514.The_Elements_of_Style
Antifragile: Things That Gain from Disorder,"['Nonfiction', 'Philosophy']",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352422827i/13530973.jpg,https://www.goodreads.com/book/show/13530973-antifragile
The Setting Sun,"['Fiction', 'Classics']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1385206185i/194740.jpg,https://www.goodreads.com/book/show/194740.The_Setting_Sun
Triptych,"['Mystery', 'Thriller']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442531921i/21717.jpg,https://www.goodreads.com/book/show/21717.Triptych
Abraham Lincoln: Vampire Hunter,"['Fiction', 'Fantasy']",3.71,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1291165397i/7108001.jpg,https://www.goodreads.com/book/show/7108001-abraham-lincoln
Finnegans Wake,"['Fiction', 'Classics']",3.68,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336408055i/11013.jpg,https://www.goodreads.com/book/show/11013.Finnegans_Wake
The Memory Police,"['Fiction', 'Science Fiction']",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1544335119i/37004370.jpg,https://www.goodreads.com/book/show/37004370-the-memory-police
Predictably Irrational: The Hidden Forces That Shape Our Decisions,"['Psychology', 'Nonfiction']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1255573980i/1713426.jpg,https://www.goodreads.com/book/show/1713426.Predictably_Irrational
An Elephant Is On My House: And Other Poems,"['Fiction', 'Poetry']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400511312i/22204746.jpg,https://www.goodreads.com/book/show/22204746-an-elephant-is-on-my-house
Confederates: A Novel,"['Historical Fiction', 'Fiction']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1452480829i/28508648.jpg,https://www.goodreads.com/book/show/28508648-confederates
Unseen Academicals,"['Fantasy', 'Fiction']",4.01,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388348045i/6250169.jpg,https://www.goodreads.com/book/show/6250169-unseen-academicals
Resurrection,"['Fiction', 'Russian Literature']",4.16,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335874776i/42641.jpg,https://www.goodreads.com/book/show/42641.Resurrection
The Concrete Blonde,"['Mystery', 'Fiction']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388241215i/49350.jpg,https://www.goodreads.com/book/show/49350.The_Concrete_Blonde
"Mountains Beyond Mountains","['Nonfiction', 'Biography']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1433156001i/10235.jpg,https://www.goodreads.com/book/show/10235.Mountains_Beyond_Mountains
Evil Among Us,"['Science Fiction', 'Fantasy']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1369067717i/17936909.jpg,https://www.goodreads.com/book/show/17936909-evil-among-us
The Essential Rumi,"['Poetry', 'Classics']",4.39,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1391414844i/304079.jpg,https://www.goodreads.com/book/show/304079.The_Essential_Rumi
Living History,"['Nonfiction', 'Biography']",3.76,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442705677i/56073.jpg,https://www.goodreads.com/book/show/56073.Living_History
The Cow in the Parking Lot,"['Nonfiction', 'Self Help']",3.99,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1404580210i/6950010.jpg,https://www.goodreads.com/book/show/6950010-the-cow-in-the-parking-lot
Ways of Seeing,"['Art', 'Nonfiction']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1703328414i/2784.jpg,https://www.goodreads.com/book/show/2784.Ways_of_Seeing
Fairest,"['Fantasy', 'Young Adult']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1460846345i/22489107.jpg,https://www.goodreads.com/book/show/22489107-fairest
The Club Dumas,"['Fiction', 'Mystery']",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327896341i/7194.jpg,https://www.goodreads.com/book/show/7194.The_Club_Dumas
At the Mountains of Madness,"['Horror', 'Fiction']",3.81,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388341769i/32767.jpg,https://www.goodreads.com/book/show/32767.At_the_Mountains_of_Madness
The Body Code: Unlocking Your Body's Ability to Heal Itself,"['Health', 'Self Help']",4.07,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1670269238i/57693429.jpg,https://www.goodreads.com/book/show/57693429-the-body-code
Hell House,"['Horror', 'Fiction']",3.74,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1384259876i/33547.jpg,https://www.goodreads.com/book/show/33547.Hell_House
Paradise,"['Romance', 'Contemporary Romance']",4.30,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386921972i/16006.jpg,https://www.goodreads.com/book/show/16006.Paradise
Soul of the Fire,"['Fantasy', 'Fiction']",3.87,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1562779000i/761732.jpg,https://www.goodreads.com/book/show/761732.Soul_of_the_Fire
A Simple Plan,"['Fiction', 'Thriller']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388264590i/21727.jpg,https://www.goodreads.com/book/show/21727.A_Simple_Plan
Gabriel's Redemption,"['Romance', 'Contemporary Romance']",4.20,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1366632463i/16247792.jpg,https://www.goodreads.com/book/show/16247792-gabriel-s-redemption
Let's Pretend This Never Happened: A Mostly True Memoir,"['Nonfiction', 'Memoir']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1489415716i/12868761.jpg,https://www.goodreads.com/book/show/12868761-let-s-pretend-this-never-happened
Styxx,"['Paranormal', 'Paranormal Romance']",4.58,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1359269406i/15767586.jpg,https://www.goodreads.com/book/show/15767586-styxx
The Housemaid,"['Thriller', 'Mystery']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1646534743i/60556912.jpg,https://www.goodreads.com/book/show/60556912-the-housemaid
The Man in the Brown Suit,"['Mystery', 'Fiction']",3.95,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1683950516i/209194.jpg,https://www.goodreads.com/book/show/209194.The_Man_in_the_Brown_Suit
Then She Was Gone,"['Thriller', 'Mystery']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1523891273i/35297426.jpg,https://www.goodreads.com/book/show/35297426-then-she-was-gone
The Perfect Child,"['Thriller', 'Horror']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1547060657i/40886917.jpg,https://www.goodreads.com/book/show/40886917-the-perfect-child
Drawing Blood,"['Horror', 'Fiction']",4.03,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1420794434i/47588.jpg,https://www.goodreads.com/book/show/47588.Drawing_Blood
"I, Claudius/Claudius the God","['Historical Fiction', 'Fiction']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1383666951i/18769.jpg,https://www.goodreads.com/book/show/18769.I_Claudius_Claudius_the_God
Jessica's Guide to Dating on the Dark Side,"['Young Adult', 'Vampires']",3.84,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389334437i/3389671.jpg,https://www.goodreads.com/book/show/3389671-jessica-s-guide-to-dating-on-the-dark-side
The Library at Mount Char,"['Fantasy', 'Horror']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1453225113i/26892110.jpg,https://www.goodreads.com/book/show/26892110-the-library-at-mount-char
Orientalism,"['Nonfiction', 'History']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1704228087i/355190.jpg,https://www.goodreads.com/book/show/355190.Orientalism
Mercy,"['Dark', 'Erotica']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442477879i/25230946.jpg,https://www.goodreads.com/book/show/25230946-mercy
Borealis: A Worldmaker of Yand Novel,"['Novels', 'Drama']",4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1701064514i/202733411.jpg,https://www.goodreads.com/book/show/202733411-borealis
The First Man in Rome,"['Historical Fiction', 'Fiction']",4.13,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388211466i/480570.jpg,https://www.goodreads.com/book/show/480570.The_First_Man_in_Rome
21 Lessons for the 21st Century,"['Nonfiction', 'History']",4.17,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1564577305i/38820046.jpg,https://www.goodreads.com/book/show/38820046-21-lessons-for-the-21st-century
Fire and Ice,"['Fantasy', 'Animals']",4.36,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924381i/275000.jpg,https://www.goodreads.com/book/show/275000.Fire_and_Ice
Vietnam: A History,"['History', 'Nonfiction']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1535986107i/96110.jpg,https://www.goodreads.com/book/show/96110.Vietnam
The Friendly Mouse,['Childrens'],4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1648123146i/60682770.jpg,https://www.goodreads.com/book/show/60682770-the-friendly-mouse
Children of Dune,"['Science Fiction', 'Fiction']",3.96,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1564783201i/44492286.jpg,https://www.goodreads.com/book/show/44492286-children-of-dune
Wintersmith,"['Fantasy', 'Fiction']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1290229201i/34492.jpg,https://www.goodreads.com/book/show/34492.Wintersmith
Dragonsong,"['Fantasy', 'Science Fiction']",4.25,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1407659596i/28541.jpg,https://www.goodreads.com/book/show/28541.Dragonsong
After We Collided,"['Romance', 'New Adult']",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1416788471i/22540125.jpg,https://www.goodreads.com/book/show/22540125-after-we-collided
Tales of Mystery and Imagination,"['Classics', 'Horror']",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1172261666i/156152.jpg,https://www.goodreads.com/book/show/156152.Tales_of_Mystery_and_Imagination
Nothing to Envy: Ordinary Lives in North Korea,"['Nonfiction', 'History']",4.45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1529606621i/40604846.jpg,https://www.goodreads.com/book/show/40604846-nothing-to-envy
The Prison Healer,"['Fantasy', 'Young Adult']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1593147576i/53968496.jpg,https://www.goodreads.com/book/show/53968496-the-prison-healer
Alcoholics Anonymous,"['Self Help', 'Nonfiction']",4.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1344692873i/158420.jpg,https://www.goodreads.com/book/show/158420.Alcoholics_Anonymous
The Bedroom Secrets of the Master Chefs,"['Fiction', 'Scotland']",3.53,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432237576i/212534.jpg,https://www.goodreads.com/book/show/212534.The_Bedroom_Secrets_of_the_Master_Chefs
Calvin and Hobbes,"['Comics', 'Humor']",4.61,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1441227694i/77727.jpg,https://www.goodreads.com/book/show/77727.Calvin_and_Hobbes
The Caine Mutiny,"['Fiction', 'Historical Fiction']",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1410224968i/368772.jpg,https://www.goodreads.com/book/show/368772.The_Caine_Mutiny
We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,"['Nonfiction', 'History']",4.21,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442723264i/11472.jpg,https://www.goodreads.com/book/show/11472.We_Wish_to_Inform_You_That_Tomorrow_We_Will_Be_Killed_with_Our_Families
A Thousand Pieces of You,"['Young Adult', 'Science Fiction']",3.90,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400166295i/17234658.jpg,https://www.goodreads.com/book/show/17234658-a-thousand-pieces-of-you
The Carnivorous Carnival,"['Fiction', 'Young Adult']",4.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1518209848i/324277.jpg,https://www.goodreads.com/book/show/324277.The_Carnivorous_Carnival
Hairspray and Lighter,"['Novels', 'Contemporary']",4.49,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1544031544i/42941607.jpg,https://www.goodreads.com/book/show/42941607-hairspray-and-lighter
"Girl, Woman, Other","['Fiction', 'Feminism']",4.28,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1542296262i/41081373.jpg,https://www.goodreads.com/book/show/41081373-girl-woman-other
Once Burned,"['Paranormal', 'Vampires']",4.19,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1335738276i/7039218.jpg,https://www.goodreads.com/book/show/7039218-once-burned
A House Without Windows,"['Thriller', 'Mystery']",3.62,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1442379321i/20880952.jpg,https://www.goodreads.com/book/show/20880952-a-house-without-windows
A Gracious Enemy,"['War', 'History']",4.33,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1605403217i/49599733.jpg,https://www.goodreads.com/book/show/49599733-a-gracious-enemy
The Poetry of Pablo Neruda,"['Poetry', 'Classics']",4.44,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1417605511i/5936.jpg,https://www.goodreads.com/book/show/5936.The_Poetry_of_Pablo_Neruda
Frisk,"['Fiction', 'Horror']",3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1688398590i/51590.jpg,https://www.goodreads.com/book/show/51590.Frisk
Concrete Island,"['Fiction', 'Science Fiction']",3.67,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924909i/70251.jpg,https://www.goodreads.com/book/show/70251.Concrete_Island
"The Sandman, Vol. 7: Brief Lives","['Graphic Novels', 'Comics']",4.55,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339922078i/25105.jpg,https://www.goodreads.com/book/show/25105.The_Sandman_Vol_7
The Gift of Fear: Survival Signals That Protect Us from Violence,"['Nonfiction', 'Psychology']",4.18,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348829921i/56465.jpg,https://www.goodreads.com/book/show/56465.The_Gift_of_Fear
The Sea Wolf,"['Classics', 'Fiction']",4.05,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1389481608i/43049.jpg,https://www.goodreads.com/book/show/43049.The_Sea_Wolf
Life and Fate,"['Fiction', 'Russia']",4.45,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320447178i/88432.jpg,https://www.goodreads.com/book/show/88432.Life_and_Fate
The Orange Girl,"['Fiction', 'Philosophy']",3.91,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1415583796i/25403.jpg,https://www.goodreads.com/book/show/25403.The_Orange_Girl
The Pale Horseman,"['Historical Fiction', 'Fiction']",4.31,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1651524566i/68528.jpg,https://www.goodreads.com/book/show/68528.The_Pale_Horseman
Flow: The Psychology of Optimal Experience,"['Psychology', 'Nonfiction']",4.11,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1432253110i/66354.jpg,https://www.goodreads.com/book/show/66354.Flow
"Sherlock Holmes","['Classics', 'Mystery']",4.47,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1320490450i/3581.jpg,https://www.goodreads.com/book/show/3581.Sherlock_Holmes
The Dragonet Prophecy,"['Fantasy', 'Middle Grade']",4.24,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1339198070i/13228487.jpg,https://www.goodreads.com/book/show/13228487-the-dragonet-prophecy
Elixir,"['Fantasy', 'Young Adult']",4.34,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1336124504i/13605727.jpg,https://www.goodreads.com/book/show/13605727-elixir
The Dark Is Rising,"['Fantasy', 'Young Adult']",4.04,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349051230i/210329.jpg,https://www.goodreads.com/book/show/210329.The_Dark_Is_Rising
"Creativity, Inc.","['Business', 'Nonfiction']",4.22,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1400863577i/18077903.jpg,https://www.goodreads.com/book/show/18077903-creativity-inc
The Summer of Broken Rules,"['Romance', 'Young Adult']",3.92,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1600698670i/49259788.jpg,https://www.goodreads.com/book/show/49259788-the-summer-of-broken-rules
The Crow Road,"['Fiction', 'Mystery']",4.08,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1330063373i/12021.jpg,https://www.goodreads.com/book/show/12021.The_Crow_Road
Blindsight,[],0.00,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1386924412i/48484.jpg,https://www.goodreads.com/book/show/48484.Blindsight
Reunion,"['Young Adult', 'Paranormal']",4.09,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1327954705i/199785.jpg,https://www.goodreads.com/book/show/199785.Reunion
"Champagne Widows","['Historical Fiction', 'Drama']",4.32,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1629950522i/58858616.jpg,https://www.goodreads.com/book/show/58858616-champagne-widows
The Atlantis Complex,"['Fantasy', 'Young Adult']",3.97,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522213238i/7005865.jpg,https://www.goodreads.com/book/show/7005865-the-atlantis-complex
In the Time of the Butterflies,"['Historical Fiction', 'Fiction']",4.15,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1411410276i/11206.jpg,https://www.goodreads.com/book/show/11206.In_the_Time_of_the_Butterflies
1st to Die,"['Mystery', 'Fiction']",4.10,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1522906581i/13137.jpg,https://www.goodreads.com/book/show/13137.1st_to_Die
No Exit,"['Plays', 'Philosophy']",4.12,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1362639118i/123933.jpg,https://www.goodreads.com/book/show/123933.No_Exit
Losing It,"['Romance', 'New Adult']",3.72,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1348459319i/16034964.jpg,https://www.goodreads.com/book/show/16034964-losing-it
Undone,"['Thriller', 'Mystery']",4.23,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388843741i/5764902.jpg,https://www.goodreads.com/book/show/5764902-undone
Ring,"['Horror', 'Fiction']",3.80,https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1388494987i/38379.jpg,https://www.goodreads.com/book/show/38379.Ring
